epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,503.521,0.10215,0.27419,0.80717,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.0003368,0.0003368,0.0003368
86,507.242,0.09269,0.26111,0.77866,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.000317,0.000317,0.000317
87,510.74,0.09998,0.29802,0.81111,0.97065,0.96154,0.99033,0.78866,0.81081,0.68961,1.17876,0.0002972,0.0002972,0.0002972
88,514.427,0.09167,0.30234,0.81125,0.98552,0.99767,0.995,0.80113,0.79715,0.63527,1.15288,0.0002774,0.0002774,0.0002774
89,517.845,0.08813,0.26039,0.77228,0.98552,0.99767,0.995,0.80113,0.79715,0.63527,1.15288,0.0002576,0.0002576,0.0002576
90,521.455,0.09139,0.25252,0.78666,0.98552,0.99767,0.995,0.80113,0.79715,0.63527,1.15288,0.0002378,0.0002378,0.0002378
91,524.828,0.08398,0.24881,0.76443,0.98552,0.99767,0.995,0.80113,0.79715,0.63527,1.15288,0.000218,0.000218,0.000218
92,528.253,0.08148,0.25354,0.76749,0.98552,0.99767,0.995,0.80113,0.79715,0.63527,1.15288,0.0001982,0.0001982,0.0001982
93,531.715,0.07774,0.26073,0.77544,0.98681,0.99837,0.995,0.80549,0.78002,0.60639,1.13087,0.0001784,0.0001784,0.0001784
94,534.997,0.07805,0.24346,0.76067,0.98681,0.99837,0.995,0.80549,0.78002,0.60639,1.13087,0.0001586,0.0001586,0.0001586
95,538.369,0.08474,0.26813,0.7856,0.98681,0.99837,0.995,0.80549,0.78002,0.60639,1.13087,0.0001388,0.0001388,0.0001388
96,541.661,0.07785,0.26861,0.78503,0.98681,0.99837,0.995,0.80549,0.78002,0.60639,1.13087,0.000119,0.000119,0.000119
97,545.104,0.07721,0.24822,0.76581,0.98681,0.99837,0.995,0.80549,0.78002,0.60639,1.13087,9.92e-05,9.92e-05,9.92e-05
98,548.65,0.08052,0.27418,0.78734,0.98991,0.99909,0.995,0.80787,0.7667,0.59903,1.11137,7.94e-05,7.94e-05,7.94e-05
99,551.81,0.07933,0.25388,0.82382,0.98991,0.99909,0.995,0.80787,0.7667,0.59903,1.11137,5.96e-05,5.96e-05,5.96e-05
100,555.176,0.06843,0.25126,0.78278,0.98991,0.99909,0.995,0.80787,0.7667,0.59903,1.11137,3.98e-05,3.98e-05,3.98e-05
